Trio,Paternal GT,Maternal GT,F1 age,Min DP,Max DP,Min AB,Max AB,MVs,# MVs passed,Transmission frequency,Paternal MVs,Maternal MVs,CpG MVs,Sites,CpG sites,Avg DP,Uncallable sites,Percent CpG,SNPs,CpG SNPs,Avg SNP DP,Uncallable SNP sites,Percent CpG,Mutation rate,Total SNPs,Post Filter SNPs,AB filtered SNPs,Min FN,MVs corrected for FN,Mutation rate corrected for FN,Notes
6,5.2,4.65,8.61,10,50,0.05,0.95,214,35,0.164,73,49,23,2007714396,102606655,34.82670123,463625288,0.051106201,4799,587,23.84996874,16385044,0.122317149,5.37E-08,471532403,319769112,128909548,0.273384283,294.5160627,7.39E-08,
7,7.44,7.74,1.17,10,50,0.05,0.95,155,NA,NA,0,0,11,2045200762,105282915,34.86021143,426138922,0.051478034,2613,288,22.33333333,15083055,0.11021814,3.82E-08,471532403,319769112,128909548,0.273384283,213.317709,5.25E-08,
8,8.04,8.34,0.96,10,50,0.05,0.95,169,NA,NA,0,0,20,2039980275,104747334,34.84983592,431359409,0.051347229,2738,316,22.82615047,14935377,0.11541271,4.17E-08,471532403,319769112,128909548,0.273384283,232.5851149,5.74E-08,
9,6.02,6.4,5.7,10,50,0.05,0.95,121,10,0.083,60,58,9,2066770751,106137943,34.86785202,404568933,0.051354483,2541,288,21.67571822,13966070,0.113341204,2.95E-08,471532403,319769112,128909548,0.273384283,166.5254373,4.06E-08,
10,7.02,4.96,1.1,10,50,0.05,0.95,170,NA,NA,0,0,18,2039594524,104721956,34.85922449,431745160,0.051344498,3306,385,23.03176044,15106412,0.11645493,4.20E-08,471532403,319769112,128909548,0.273384283,233.9613582,5.78E-08,
11,4.36,2.95,7.79,10,50,0.05,0.95,167,26,0.156,70,92,19,2100209138,108802681,34.94381418,371130546,0.051805641,4223,553,22.00094719,16525049,0.130949562,4.01E-08,471532403,319769112,128909548,0.273384283,229.8326284,5.52E-08,
12,7.07,12.19,1.08,10,50,0.05,0.95,120,NA,NA,0,0,16,2128102825,110404579,34.98022769,343236859,0.051879344,3207,388,22.28500156,16529357,0.120985345,2.84E-08,471532403,319769112,128909548,0.273384283,165.149194,3.91E-08,
13,2.78,3.26,5.52,10,50,0.05,0.95,160,12,0.075,64,92,18,2093822704,107399484,34.95124174,377516980,0.051293495,4100,503,22.8795122,16274609,0.122682927,3.85E-08,471532403,319769112,128909548,0.273384283,220.1989254,5.30E-08,
14,4.98,7.38,0.97,10,50,0.05,0.95,144,NA,NA,0,0,13,2152615274,111306233,34.76193307,318724410,0.051707444,3983,487,21.39417524,16486728,0.122269646,3.37E-08,471532403,319769112,128909548,0.273384283,198.1790328,4.64E-08,
1,4.89,5.27,6.83,10,50,0.1,0.9,127,29,0.228,39,31,16,2096364065,107275183,34.90250646,374975619,0.05117202,2997,351,22.13813814,13992288,0.117117117,3.05E-08,471532403,318711187,129967473,0.275627872,175.32425,4.21E-08,
2,5.67,6.27,1.53,10,50,0.1,0.9,142,NA,NA,0,0,21,2115720767,109257996,34.95796316,355618917,0.051641028,2511,312,21.76065313,14691266,0.124253286,3.38E-08,471532403,318711187,129967473,0.275627872,196.0318386,4.67E-08,
3,6.32,6.93,0.87,10,50,0.1,0.9,151,NA,NA,0,0,13,2140846238,110576888,34.98420238,330493446,0.051651018,2979,315,22.04531722,15509561,0.105740181,3.55E-08,471532403,318711187,129967473,0.275627872,208.4563917,4.90E-08,
4,10.06,10.36,5.58,10,50,0.1,0.9,172,26,0.151,100,66,14,2074742629,106362917,35.00756106,396597055,0.051265596,3679,438,21.37972275,16389248,0.119054091,4.18E-08,471532403,318711187,129967473,0.275627872,237.4470158,5.77E-08,
5,13.12,4.76,1.19,10,50,0.1,0.9,155,NA,NA,0,0,14,2090477877,107406937,34.93870679,380861807,0.051379131,2306,268,21.82697311,15149658,0.11621856,3.73E-08,471532403,318711187,129967473,0.275627872,213.9784154,5.16E-08,
6,5.2,4.65,8.61,10,50,0.1,0.9,211,35,0.166,71,49,23,2007714396,102606655,34.82670123,463625288,0.051106201,4677,575,23.9146889,16385044,0.122942057,5.30E-08,471532403,318711187,129967473,0.275627872,291.2867461,7.31E-08,
7,7.44,7.74,1.17,10,50,0.1,0.9,148,NA,NA,0,0,11,2045200762,105282915,34.86021143,426138922,0.051478034,2559,286,22.36654943,15083055,0.111762407,3.65E-08,471532403,318711187,129967473,0.275627872,204.314874,5.03E-08,
8,8.04,8.34,0.96,10,50,0.1,0.9,167,NA,NA,0,0,20,2039980275,104747334,34.84983592,431359409,0.051347229,2669,310,22.92206819,14935377,0.11614837,4.12E-08,471532403,318711187,129967473,0.275627872,230.5444862,5.69E-08,
9,6.02,6.4,5.7,10,50,0.1,0.9,119,10,0.084,59,58,9,2066770751,106137943,34.86785202,404568933,0.051354483,2467,280,21.67369274,13966070,0.113498176,2.90E-08,471532403,318711187,129967473,0.275627872,164.2802028,4.00E-08,
10,7.02,4.96,1.1,10,50,0.1,0.9,167,NA,NA,0,0,18,2039594524,104721956,34.85922449,431745160,0.051344498,3227,379,23.12736288,15106412,0.117446545,4.12E-08,471532403,318711187,129967473,0.275627872,230.5444862,5.69E-08,
11,4.36,2.95,7.79,10,50,0.1,0.9,163,26,0.16,67,91,19,2100209138,108802681,34.94381418,371130546,0.051805641,4128,543,22.03609496,16525049,0.131540698,3.91E-08,471532403,318711187,129967473,0.275627872,225.0224626,5.40E-08,
12,7.07,12.19,1.08,10,50,0.1,0.9,118,NA,NA,0,0,16,2128102825,110404579,34.98022769,343236859,0.051879344,3131,380,22.35068668,16529357,0.121366975,2.79E-08,471532403,318711187,129967473,0.275627872,162.8996969,3.86E-08,
13,2.78,3.26,5.52,10,50,0.1,0.9,157,12,0.076,62,91,18,2093822704,107399484,34.95124174,377516980,0.051293495,3989,492,22.96164452,16274609,0.123339183,3.78E-08,471532403,318711187,129967473,0.275627872,216.7394272,5.22E-08,
14,4.98,7.38,0.97,10,50,0.1,0.9,140,NA,NA,0,0,13,2152615274,111306233,34.76193307,318724410,0.051707444,3909,480,21.43156818,16486728,0.122793553,3.28E-08,471532403,318711187,129967473,0.275627872,193.2708268,4.52E-08,
1,4.89,5.27,6.83,10,50,0.15,0.85,103,29,0.282,35,25,14,2096364065,107275183,34.90250646,374975619,0.05117202,2596,314,21.31086287,13992288,0.120955316,2.47E-08,471532403,317169960,131508700,0.278896422,142.8366231,3.43E-08,
2,5.67,6.27,1.53,10,50,0.15,0.85,105,NA,NA,0,0,16,2115720767,109257996,34.95796316,355618917,0.051641028,2254,286,21.07054126,14691266,0.126885537,2.50E-08,471532403,317169960,131508700,0.278896422,145.6101498,3.47E-08,
3,6.32,6.93,0.87,10,50,0.15,0.85,111,NA,NA,0,0,12,2140846238,110576888,34.98420238,330493446,0.051651018,2657,296,21.30071509,15509561,0.111403839,2.61E-08,471532403,317169960,131508700,0.278896422,153.9307297,3.62E-08,
4,10.06,10.36,5.58,10,50,0.15,0.85,129,22,0.171,77,48,9,2074742629,106362917,35.00756106,396597055,0.051265596,3312,402,20.71890097,16389248,0.121376812,3.13E-08,471532403,317169960,131508700,0.278896422,178.8924697,4.35E-08,
5,13.12,4.76,1.19,10,50,0.15,0.85,123,NA,NA,0,0,11,2090477877,107406937,34.93870679,380861807,0.051379131,2085,243,21.22302158,15149658,0.116546763,2.96E-08,471532403,317169960,131508700,0.278896422,170.5718897,4.11E-08,
6,5.2,4.65,8.61,10,50,0.15,0.85,152,28,0.184,58,34,17,2007714396,102606655,34.82670123,463625288,0.051106201,4074,518,23.20373098,16385044,0.127147766,3.82E-08,471532403,317169960,131508700,0.278896422,210.7880263,5.29E-08,
7,7.44,7.74,1.17,10,50,0.15,0.85,117,NA,NA,0,0,10,2045200762,105282915,34.86021143,426138922,0.051478034,2248,264,21.45729537,15083055,0.117437722,2.88E-08,471532403,317169960,131508700,0.278896422,162.2513097,4.00E-08,
8,8.04,8.34,0.96,10,50,0.15,0.85,130,NA,NA,0,0,14,2039980275,104747334,34.84983592,431359409,0.051347229,2389,288,22.16617832,14935377,0.120552532,3.21E-08,471532403,317169960,131508700,0.278896422,180.279233,4.45E-08,
9,6.02,6.4,5.7,10,50,0.15,0.85,84,9,0.107,42,40,5,2066770751,106137943,34.86785202,404568933,0.051354483,2180,251,20.85091743,13966070,0.115137615,2.05E-08,471532403,317169960,131508700,0.278896422,116.4881198,2.84E-08,
10,7.02,4.96,1.1,10,50,0.15,0.85,129,NA,NA,0,0,14,2039594524,104721956,34.85922449,431745160,0.051344498,2923,352,22.62230585,15106412,0.120424222,3.19E-08,471532403,317169960,131508700,0.278896422,178.8924697,4.42E-08,
11,4.36,2.95,7.79,10,50,0.15,0.85,126,26,0.206,53,70,18,2100209138,108802681,34.94381418,371130546,0.051805641,3709,498,21.44432462,16525049,0.134267997,3.02E-08,471532403,317169960,131508700,0.278896422,174.7321797,4.19E-08,
12,7.07,12.19,1.08,10,50,0.15,0.85,79,NA,NA,0,0,11,2128102825,110404579,34.98022769,343236859,0.051879344,2805,353,21.61782531,16529357,0.125846702,1.87E-08,471532403,317169960,131508700,0.278896422,109.5543032,2.59E-08,
13,2.78,3.26,5.52,10,50,0.15,0.85,125,11,0.088,50,73,15,2093822704,107399484,34.95124174,377516980,0.051293495,3509,450,22.19350242,16274609,0.128241664,3.01E-08,471532403,317169960,131508700,0.278896422,173.3454164,4.17E-08,
14,4.98,7.38,0.97,10,50,0.15,0.85,109,NA,NA,0,0,8,2152615274,111306233,34.76193307,318724410,0.051707444,3583,446,20.83561262,16486728,0.124476696,2.55E-08,471532403,317169960,131508700,0.278896422,151.1572031,3.54E-08,
1,4.89,5.27,6.83,10,50,0.2,0.8,56,24,0.429,26,10,10,2096364065,107275183,34.90250646,374975619,0.05117202,1835,237,20.34659401,13992288,0.129155313,1.34E-08,471532403,315415448,133263212,0.282617294,78.06154173,1.87E-08,
2,5.67,6.27,1.53,10,50,0.2,0.8,58,NA,NA,0,0,8,2115720767,109257996,34.95796316,355618917,0.051641028,1621,212,20.06909315,14691266,0.130783467,1.38E-08,471532403,315415448,133263212,0.282617294,80.84945393,1.92E-08,
3,6.32,6.93,0.87,10,50,0.2,0.8,54,NA,NA,0,0,6,2140846238,110576888,34.98420238,330493446,0.051651018,1917,227,19.95931142,15509561,0.118414189,1.27E-08,471532403,315415448,133263212,0.282617294,75.27362952,1.77E-08,
4,10.06,10.36,5.58,10,50,0.2,0.8,60,18,0.3,37,23,3,2074742629,106362917,35.00756106,396597055,0.051265596,2486,316,19.65044248,16389248,0.127111826,1.46E-08,471532403,315415448,133263212,0.282617294,83.63736614,2.03E-08,
5,13.12,4.76,1.19,10,50,0.2,0.8,81,NA,NA,0,0,7,2090477877,107406937,34.93870679,380861807,0.051379131,1534,187,20.27249022,15149658,0.12190352,1.95E-08,471532403,315415448,133263212,0.282617294,112.9104443,2.72E-08,
6,5.2,4.65,8.61,10,50,0.2,0.8,70,23,0.329,35,15,7,2007714396,102606655,34.82670123,463625288,0.051106201,2969,398,22.07948804,16385044,0.134051869,1.76E-08,471532403,315415448,133263212,0.282617294,97.57692716,2.45E-08,
7,7.44,7.74,1.17,10,50,0.2,0.8,69,NA,NA,0,0,8,2045200762,105282915,34.86021143,426138922,0.051478034,1615,214,20.12631579,15083055,0.13250774,1.70E-08,471532403,315415448,133263212,0.282617294,96.18297106,2.37E-08,
8,8.04,8.34,0.96,10,50,0.2,0.8,65,NA,NA,0,0,8,2039980275,104747334,34.84983592,431359409,0.051347229,1658,207,20.72677925,14935377,0.124849216,1.60E-08,471532403,315415448,133263212,0.282617294,90.60714665,2.24E-08,
9,6.02,6.4,5.7,10,50,0.2,0.8,47,6,0.128,27,18,3,2066770751,106137943,34.86785202,404568933,0.051354483,1644,212,19.97445255,13966070,0.128953771,1.14E-08,471532403,315415448,133263212,0.282617294,65.51593681,1.60E-08,
10,7.02,4.96,1.1,10,50,0.2,0.8,63,NA,NA,0,0,5,2039594524,104721956,34.85922449,431745160,0.051344498,2139,277,21.68349696,15106412,0.129499766,1.56E-08,471532403,315415448,133263212,0.282617294,87.81923444,2.17E-08,
11,4.36,2.95,7.79,10,50,0.2,0.8,59,21,0.356,25,32,13,2100209138,108802681,34.94381418,371130546,0.051805641,2782,404,20.44751977,16525049,0.145219267,1.42E-08,471532403,315415448,133263212,0.282617294,82.24341003,1.97E-08,
12,7.07,12.19,1.08,10,50,0.2,0.8,40,NA,NA,0,0,6,2128102825,110404579,34.98022769,343236859,0.051879344,2030,269,20.24137931,16529357,0.132512315,9.47E-09,471532403,315415448,133263212,0.282617294,55.75824409,1.32E-08,
13,2.78,3.26,5.52,10,50,0.2,0.8,75,6,0.08,26,49,9,2093822704,107399484,34.95124174,377516980,0.051293495,2630,362,21.36768061,16274609,0.137642586,1.81E-08,471532403,315415448,133263212,0.282617294,104.5467077,2.52E-08,
14,4.98,7.38,0.97,10,50,0.2,0.8,42,NA,NA,0,0,3,2152615274,111306233,34.76193307,318724410,0.051707444,2756,370,19.97750363,16486728,0.13425254,9.83E-09,471532403,315415448,133263212,0.282617294,58.54615629,1.37E-08,
1,4.89,5.27,6.83,10,50,0.25,0.75,38,22,0.579,23,7,6,2096364065,107275183,34.90250646,374975619,0.05117202,1361,181,20.41660544,13992288,0.132990448,9.12E-09,471532403,312571996,136106664,0.288647531,53.41936897,1.28E-08,
2,5.67,6.27,1.53,10,50,0.25,0.75,33,NA,NA,0,0,4,2115720767,109257996,34.95796316,355618917,0.051641028,1195,165,20.09707113,14691266,0.138075314,7.85E-09,471532403,312571996,136106664,0.288647531,46.39050463,1.10E-08,
3,6.32,6.93,0.87,10,50,0.25,0.75,31,NA,NA,0,0,3,2140846238,110576888,34.98420238,330493446,0.051651018,1389,182,19.60043197,15509561,0.131029518,7.29E-09,471532403,312571996,136106664,0.288647531,43.5789589,1.03E-08,
4,10.06,10.36,5.58,10,50,0.25,0.75,42,17,0.405,27,15,2,2074742629,106362917,35.00756106,396597055,0.051265596,1869,251,19.63937935,16389248,0.134296415,1.02E-08,471532403,312571996,136106664,0.288647531,59.04246044,1.43E-08,
5,13.12,4.76,1.19,10,50,0.25,0.75,54,NA,NA,0,0,5,2090477877,107406937,34.93870679,380861807,0.051379131,1133,149,20.32921447,15149658,0.131509267,1.30E-08,471532403,312571996,136106664,0.288647531,75.91173485,1.83E-08,
6,5.2,4.65,8.61,10,50,0.25,0.75,44,19,0.432,24,11,5,2007714396,102606655,34.82670123,463625288,0.051106201,2227,323,22.02424787,16385044,0.145038168,1.10E-08,471532403,312571996,136106664,0.288647531,61.85400618,1.55E-08,
7,7.44,7.74,1.17,10,50,0.25,0.75,56,NA,NA,0,0,7,2045200762,105282915,34.86021143,426138922,0.051478034,1165,167,19.82575107,15083055,0.143347639,1.38E-08,471532403,312571996,136106664,0.288647531,78.72328059,1.94E-08,
8,8.04,8.34,0.96,10,50,0.25,0.75,54,NA,NA,0,0,8,2039980275,104747334,34.84983592,431359409,0.051347229,1222,172,20.64402619,14935377,0.140752864,1.33E-08,471532403,312571996,136106664,0.288647531,75.91173485,1.87E-08,
9,6.02,6.4,5.7,10,50,0.25,0.75,32,6,0.188,22,9,2,2066770751,106137943,34.86785202,404568933,0.051354483,1235,170,19.87449393,13966070,0.137651822,7.79E-09,471532403,312571996,136106664,0.288647531,44.98473177,1.10E-08,
10,7.02,4.96,1.1,10,50,0.25,0.75,49,NA,NA,0,0,4,2039594524,104721956,34.85922449,431745160,0.051344498,1599,221,21.5003127,15106412,0.138211382,1.21E-08,471532403,312571996,136106664,0.288647531,68.88287052,1.70E-08,
11,4.36,2.95,7.79,10,50,0.25,0.75,36,17,0.472,17,19,8,2100209138,108802681,34.94381418,371130546,0.051805641,2172,337,20.40377532,16525049,0.155156538,8.64E-09,471532403,312571996,136106664,0.288647531,50.60782324,1.21E-08,
12,7.07,12.19,1.08,10,50,0.25,0.75,27,NA,NA,0,0,4,2128102825,110404579,34.98022769,343236859,0.051879344,1523,217,20.18319107,16529357,0.142481944,6.39E-09,471532403,312571996,136106664,0.288647531,37.95586743,8.99E-09,
13,2.78,3.26,5.52,10,50,0.25,0.75,49,4,0.082,17,32,3,2093822704,107399484,34.95124174,377516980,0.051293495,2026,299,21.48766041,16274609,0.147581441,1.18E-08,471532403,312571996,136106664,0.288647531,68.88287052,1.66E-08,
14,4.98,7.38,0.97,10,50,0.25,0.75,27,NA,NA,0,0,1,2152615274,111306233,34.76193307,318724410,0.051707444,2122,301,19.69415646,16486728,0.141847314,6.32E-09,471532403,312571996,136106664,0.288647531,37.95586743,8.88E-09,
1,4.89,5.27,6.83,10,50,0.3,0.7,33,22,0.667,22,6,6,2096364065,107275183,34.90250646,374975619,0.05117202,1017,138,20.64503441,13992288,0.135693215,7.92E-09,471532403,304867005,143811655,0.304987853,47.4811845,1.14E-08,
2,5.67,6.27,1.53,10,50,0.3,0.7,25,NA,NA,0,0,3,2115720767,109257996,34.95796316,355618917,0.051641028,842,129,20.92992874,14691266,0.153206651,5.95E-09,471532403,304867005,143811655,0.304987853,35.97059432,8.56E-09,
3,6.32,6.93,0.87,10,50,0.3,0.7,23,NA,NA,0,0,2,2140846238,110576888,34.98420238,330493446,0.051651018,1045,147,19.86889952,15509561,0.140669856,5.41E-09,471532403,304867005,143811655,0.304987853,33.09294677,7.79E-09,
4,10.06,10.36,5.58,10,50,0.3,0.7,34,16,0.471,22,12,1,2074742629,106362917,35.00756106,396597055,0.051265596,1400,207,20.21571429,16389248,0.147857143,8.26E-09,471532403,304867005,143811655,0.304987853,48.92000827,1.19E-08,
5,13.12,4.76,1.19,10,50,0.3,0.7,48,NA,NA,0,0,5,2090477877,107406937,34.93870679,380861807,0.051379131,861,120,20.7340302,15149658,0.139372822,1.16E-08,471532403,304867005,143811655,0.304987853,69.06354109,1.66E-08,
6,5.2,4.65,8.61,10,50,0.3,0.7,34,17,0.5,19,8,4,2007714396,102606655,34.82670123,463625288,0.051106201,1694,242,22.20484061,16385044,0.142857143,8.54E-09,471532403,304867005,143811655,0.304987853,48.92000827,1.23E-08,
7,7.44,7.74,1.17,10,50,0.3,0.7,53,NA,NA,0,0,6,2045200762,105282915,34.86021143,426138922,0.051478034,869,125,20.3406214,15083055,0.143843498,1.31E-08,471532403,304867005,143811655,0.304987853,76.25765995,1.88E-08,
8,8.04,8.34,0.96,10,50,0.3,0.7,49,NA,NA,0,0,8,2039980275,104747334,34.84983592,431359409,0.051347229,929,138,20.84284177,14935377,0.148546825,1.21E-08,471532403,304867005,143811655,0.304987853,70.50236486,1.74E-08,
9,6.02,6.4,5.7,10,50,0.3,0.7,30,6,0.2,21,8,2,2066770751,106137943,34.86785202,404568933,0.051354483,893,140,20.56662934,13966070,0.156774916,7.31E-09,471532403,304867005,143811655,0.304987853,43.16471318,1.05E-08,
10,7.02,4.96,1.1,10,50,0.3,0.7,37,NA,NA,0,0,3,2039594524,104721956,34.85922449,431745160,0.051344498,1176,170,21.86819728,15106412,0.144557823,9.14E-09,471532403,304867005,143811655,0.304987853,53.23647959,1.31E-08,
11,4.36,2.95,7.79,10,50,0.3,0.7,35,17,0.486,17,18,8,2100209138,108802681,34.94381418,371130546,0.051805641,1683,270,20.80332739,16525049,0.160427807,8.40E-09,471532403,304867005,143811655,0.304987853,50.35883204,1.21E-08,
12,7.07,12.19,1.08,10,50,0.3,0.7,22,NA,NA,0,0,4,2128102825,110404579,34.98022769,343236859,0.051879344,1159,180,20.46937015,16529357,0.155306299,5.21E-09,471532403,304867005,143811655,0.304987853,31.654123,7.50E-09,
13,2.78,3.26,5.52,10,50,0.3,0.7,29,4,0.138,15,14,1,2093822704,107399484,34.95124174,377516980,0.051293495,1535,247,21.98827362,16274609,0.160912052,6.98E-09,471532403,304867005,143811655,0.304987853,41.72588941,1.00E-08,
14,4.98,7.38,0.97,10,50,0.3,0.7,23,NA,NA,0,0,1,2152615274,111306233,34.76193307,318724410,0.051707444,1642,245,19.98112058,16486728,0.149208283,5.38E-09,471532403,304867005,143811655,0.304987853,33.09294677,7.75E-09,
1,4.89,5.27,6.83,10,50,0.35,0.65,27,19,0.704,19,5,4,2096364065,107275183,34.90250646,374975619,0.05117202,769,111,21.12353706,13992288,0.144343303,6.48E-09,471532403,283381821,165296839,0.35055245,41.57379605,9.98E-09,
2,5.67,6.27,1.53,10,50,0.35,0.65,23,NA,NA,0,0,2,2115720767,109257996,34.95796316,355618917,0.051641028,621,106,22.14331723,14691266,0.170692432,5.47E-09,471532403,283381821,165296839,0.35055245,35.41471515,8.43E-09,
3,6.32,6.93,0.87,10,50,0.35,0.65,18,NA,NA,0,0,1,2140846238,110576888,34.98420238,330493446,0.051651018,769,110,20.16905072,15509561,0.143042913,4.23E-09,471532403,283381821,165296839,0.35055245,27.71586403,6.52E-09,
4,10.06,10.36,5.58,10,50,0.35,0.65,28,13,0.464,17,11,1,2074742629,106362917,35.00756106,396597055,0.051265596,1055,164,20.7507109,16389248,0.155450237,6.80E-09,471532403,283381821,165296839,0.35055245,43.11356627,1.05E-08,
5,13.12,4.76,1.19,10,50,0.35,0.65,42,NA,NA,0,0,4,2090477877,107406937,34.93870679,380861807,0.051379131,658,91,21.55927052,15149658,0.138297872,1.01E-08,471532403,283381821,165296839,0.35055245,64.67034941,1.56E-08,
6,5.2,4.65,8.61,10,50,0.35,0.65,27,15,0.556,17,6,3,2007714396,102606655,34.82670123,463625288,0.051106201,1278,182,22.64319249,16385044,0.142410016,6.78E-09,471532403,283381821,165296839,0.35055245,41.57379605,1.04E-08,
7,7.44,7.74,1.17,10,50,0.35,0.65,42,NA,NA,0,0,6,2045200762,105282915,34.86021143,426138922,0.051478034,649,98,21.31587057,15083055,0.151001541,1.03E-08,471532403,283381821,165296839,0.35055245,64.67034941,1.59E-08,
8,8.04,8.34,0.96,10,50,0.35,0.65,46,NA,NA,0,0,8,2039980275,104747334,34.84983592,431359409,0.051347229,703,112,21.02702703,14935377,0.159317212,1.14E-08,471532403,283381821,165296839,0.35055245,70.82943031,1.75E-08,
9,6.02,6.4,5.7,10,50,0.35,0.65,25,6,0.24,19,5,2,2066770751,106137943,34.86785202,404568933,0.051354483,680,103,20.83823529,13966070,0.151470588,6.09E-09,471532403,283381821,165296839,0.35055245,38.4942556,9.38E-09,
10,7.02,4.96,1.1,10,50,0.35,0.65,30,NA,NA,0,0,3,2039594524,104721956,34.85922449,431745160,0.051344498,901,140,22.4472808,15106412,0.155382908,7.41E-09,471532403,283381821,165296839,0.35055245,46.19310672,1.14E-08,
11,4.36,2.95,7.79,10,50,0.35,0.65,31,15,0.484,15,16,8,2100209138,108802681,34.94381418,371130546,0.051805641,1276,210,21.20454545,16525049,0.164576803,7.44E-09,471532403,283381821,165296839,0.35055245,47.73287695,1.15E-08,
12,7.07,12.19,1.08,10,50,0.35,0.65,20,NA,NA,0,0,4,2128102825,110404579,34.98022769,343236859,0.051879344,883,133,21.07474519,16529357,0.150622877,4.74E-09,471532403,283381821,165296839,0.35055245,30.79540448,7.29E-09,
13,2.78,3.26,5.52,10,50,0.35,0.65,18,4,0.222,10,8,1,2093822704,107399484,34.95124174,377516980,0.051293495,1168,198,22.35445205,16274609,0.169520548,4.33E-09,471532403,283381821,165296839,0.35055245,27.71586403,6.67E-09,
14,4.98,7.38,0.97,10,50,0.35,0.65,20,NA,NA,0,0,1,2152615274,111306233,34.76193307,318724410,0.051707444,1258,188,20.46581876,16486728,0.149443561,4.68E-09,471532403,283381821,165296839,0.35055245,30.79540448,7.21E-09,
1,4.89,5.27,6.83,10,50,0.4,0.6,18,14,0.778,13,4,3,2096364065,107275183,34.90250646,374975619,0.05117202,566,85,21.74558304,13992288,0.150176678,4.32E-09,471532403,235000034,213678626,0.453157884,32.916265,7.90E-09,
2,5.67,6.27,1.53,10,50,0.4,0.6,17,NA,NA,0,0,1,2115720767,109257996,34.95796316,355618917,0.051641028,436,76,22.79816514,14691266,0.174311927,4.05E-09,471532403,235000034,213678626,0.453157884,31.08758361,7.40E-09,
3,6.32,6.93,0.87,10,50,0.4,0.6,10,NA,NA,0,0,0,2140846238,110576888,34.98420238,330493446,0.051651018,569,75,20.13884007,15509561,0.131810193,2.35E-09,471532403,235000034,213678626,0.453157884,18.28681389,4.30E-09,
4,10.06,10.36,5.58,10,50,0.4,0.6,20,11,0.55,14,6,1,2074742629,106362917,35.00756106,396597055,0.051265596,773,118,20.89133247,16389248,0.152652005,4.86E-09,471532403,235000034,213678626,0.453157884,36.57362777,8.88E-09,
5,13.12,4.76,1.19,10,50,0.4,0.6,30,NA,NA,0,0,2,2090477877,107406937,34.93870679,380861807,0.051379131,477,70,22.0524109,15149658,0.146750524,7.23E-09,471532403,235000034,213678626,0.453157884,54.86044166,1.32E-08,
6,5.2,4.65,8.61,10,50,0.4,0.6,18,12,0.667,11,3,1,2007714396,102606655,34.82670123,463625288,0.051106201,933,128,22.92818864,16385044,0.137191854,4.52E-09,471532403,235000034,213678626,0.453157884,32.916265,8.26E-09,
7,7.44,7.74,1.17,10,50,0.4,0.6,30,NA,NA,0,0,4,2045200762,105282915,34.86021143,426138922,0.051478034,471,77,21.64968153,15083055,0.163481953,7.39E-09,471532403,235000034,213678626,0.453157884,54.86044166,1.35E-08,
8,8.04,8.34,0.96,10,50,0.4,0.6,33,NA,NA,0,0,6,2039980275,104747334,34.84983592,431359409,0.051347229,491,87,21.10997963,14935377,0.177189409,8.15E-09,471532403,235000034,213678626,0.453157884,60.34648583,1.49E-08,
9,6.02,6.4,5.7,10,50,0.4,0.6,15,4,0.267,12,2,0,2066770751,106137943,34.86785202,404568933,0.051354483,481,75,20.95010395,13966070,0.155925156,3.65E-09,471532403,235000034,213678626,0.453157884,27.43022083,6.68E-09,
10,7.02,4.96,1.1,10,50,0.4,0.6,19,NA,NA,0,0,3,2039594524,104721956,34.85922449,431745160,0.051344498,630,100,22.73492063,15106412,0.158730159,4.69E-09,471532403,235000034,213678626,0.453157884,34.74494638,8.58E-09,
11,4.36,2.95,7.79,10,50,0.4,0.6,19,13,0.684,10,9,5,2100209138,108802681,34.94381418,371130546,0.051805641,912,155,21.64144737,16525049,0.16995614,4.56E-09,471532403,235000034,213678626,0.453157884,34.74494638,8.34E-09,
12,7.07,12.19,1.08,10,50,0.4,0.6,18,NA,NA,0,0,4,2128102825,110404579,34.98022769,343236859,0.051879344,644,97,21.5015528,16529357,0.150621118,4.26E-09,471532403,235000034,213678626,0.453157884,32.916265,7.79E-09,
13,2.78,3.26,5.52,10,50,0.4,0.6,14,4,0.286,7,7,1,2093822704,107399484,34.95124174,377516980,0.051293495,852,128,22.57394366,16274609,0.150234742,3.37E-09,471532403,235000034,213678626,0.453157884,25.60153944,6.16E-09,
14,4.98,7.38,0.97,10,50,0.4,0.6,10,NA,NA,0,0,1,2152615274,111306233,34.76193307,318724410,0.051707444,909,138,20.64906491,16486728,0.151815182,2.34E-09,471532403,235000034,213678626,0.453157884,18.28681389,4.28E-09,
1,4.89,5.27,6.83,10,50,0.45,0.55,13,10,0.769,9,3,3,2096364065,107275183,34.90250646,374975619,0.05117202,291,50,22.51890034,13992288,0.171821306,3.12E-09,471532403,135043422,313635238,0.665140372,38.82223749,9.32E-09,
2,5.67,6.27,1.53,10,50,0.45,0.55,9,NA,NA,0,0,1,2115720767,109257996,34.95796316,355618917,0.051641028,229,41,23.44104803,14691266,0.179039301,2.14E-09,471532403,135043422,313635238,0.665140372,26.87693365,6.40E-09,
3,6.32,6.93,0.87,10,50,0.45,0.55,6,NA,NA,0,0,0,2140846238,110576888,34.98420238,330493446,0.051651018,301,41,20.27574751,15509561,0.136212625,1.41E-09,471532403,135043422,313635238,0.665140372,17.91795577,4.22E-09,
