Trio,Paternal GT,Maternal GT,F1 age,Min DP,Max DP,Min AB,Max AB,MVs,# MVs passed,Transmission frequency,Paternal MVs,Maternal MVs,CpG MVs,Sites,CpG sites,Avg DP,Uncallable sites,Percent CpG,SNPs,CpG SNPs,Avg SNP DP,Uncallable SNP sites,Percent CpG,Mutation rate,Total SNPs,Post Filter SNPs,AB filtered SNPs,Min FN,MVs corrected for FN,Mutation rate corrected for FN,Notes
4,10.06,10.36,5.58,30,50,0.1,0.9,64,15,0.234,39,24,6,1169365176,59429627,36.43311336,1301974508,0.050822128,443,58,36.31828442,16364659,0.130925508,2.78E-08,471532403,241274410,96895488,0.205490625,80.55285687,3.49E-08,
5,13.12,4.76,1.19,30,50,0.1,0.9,80,NA,NA,0,0,5,1174648590,59532064,36.37722868,1296691094,0.050680744,314,40,36.60828025,15121693,0.127388535,3.45E-08,471532403,241274410,96895488,0.205490625,100.6910711,4.34E-08,
6,5.2,4.65,8.61,30,50,0.1,0.9,127,27,0.213,43,28,13,1268047827,64278707,36.20594694,1203291857,0.050691075,741,87,38.11740891,16357762,0.117408907,5.07E-08,471532403,241274410,96895488,0.205490625,159.8470754,6.39E-08,
7,7.44,7.74,1.17,30,50,0.1,0.9,75,NA,NA,0,0,7,1230050727,62052400,36.27933428,1241288957,0.050447025,390,40,37.27179487,15055897,0.102564103,3.09E-08,471532403,241274410,96895488,0.205490625,94.39787914,3.88E-08,
8,8.04,8.34,0.96,30,50,0.1,0.9,102,NA,NA,0,0,18,1235378627,62410464,36.268731,1235961057,0.0505193,403,56,37.21588089,14906725,0.138957816,4.18E-08,471532403,241274410,96895488,0.205490625,128.3811156,5.26E-08,
9,6.02,6.4,5.7,30,50,0.1,0.9,77,8,0.104,39,38,6,1252969984,63362097,36.28535609,1218369700,0.050569525,321,34,36.32398754,13938614,0.105919003,3.11E-08,471532403,241274410,96895488,0.205490625,96.91515592,3.91E-08,
10,7.02,4.96,1.1,30,50,0.1,0.9,112,NA,NA,0,0,11,1263554880,64147515,36.25333136,1207784804,0.050767494,538,61,37.70446097,15079382,0.1133829,4.49E-08,471532403,241274410,96895488,0.205490625,140.9674995,5.65E-08,
11,4.36,2.95,7.79,30,50,0.1,0.9,73,11,0.151,35,35,9,1221688327,61942079,36.35141363,1249651357,0.050702031,549,79,36.54462659,16499109,0.143897996,3.03E-08,471532403,241274410,96895488,0.205490625,91.88060237,3.81E-08,
12,7.07,12.19,1.08,30,50,0.1,0.9,72,NA,NA,0,0,10,1196033066,60270398,36.40131167,1275306618,0.050391916,433,49,37.51732102,16499975,0.113163972,3.05E-08,471532403,241274410,96895488,0.205490625,90.62196398,3.84E-08,
13,2.78,3.26,5.52,30,50,0.1,0.9,94,11,0.117,31,61,10,1176474961,59457393,36.39194924,1294864723,0.050538596,584,62,37.34760274,16247205,0.106164384,4.05E-08,471532403,241274410,96895488,0.205490625,118.3120085,5.10E-08,
14,4.98,7.38,0.97,30,50,0.1,0.9,70,NA,NA,0,0,8,1142548310,57636252,37.92306149,1328791374,0.050445352,459,59,36.61873638,16459800,0.128540305,3.11E-08,471532403,241274410,96895488,0.205490625,88.1046872,3.91E-08,
1,4.89,5.27,6.83,30,50,0.15,0.85,52,15,0.288,20,10,10,1209890585,61542004,36.33312354,1261449099,0.05086576,300,46,36.52333333,13962880,0.153333333,2.17E-08,471532403,240554187,97615711,0.207018034,65.57526176,2.74E-08,
2,5.67,6.27,1.53,30,50,0.15,0.85,59,NA,NA,0,0,9,1199412265,61216714,36.37660489,1271927419,0.051038926,247,33,36.41295547,14663318,0.133603239,2.49E-08,471532403,240554187,97615711,0.207018034,74.40270085,3.14E-08,
3,6.32,6.93,0.87,30,50,0.15,0.85,60,NA,NA,0,0,7,1179898156,60327101,36.40893351,1291441528,0.051129075,327,35,36.94189602,15479392,0.107033639,2.58E-08,471532403,240554187,97615711,0.207018034,75.66376357,3.25E-08,
4,10.06,10.36,5.58,30,50,0.15,0.85,41,12,0.293,28,13,3,1169365176,59429627,36.43311336,1301974508,0.050822128,340,50,35.59117647,16364659,0.147058824,1.78E-08,471532403,240554187,97615711,0.207018034,51.70357178,2.24E-08,
5,13.12,4.76,1.19,30,50,0.15,0.85,65,NA,NA,0,0,3,1174648590,59532064,36.37722868,1296691094,0.050680744,256,33,36.09765625,15121693,0.12890625,2.80E-08,471532403,240554187,97615711,0.207018034,81.96907721,3.53E-08,
6,5.2,4.65,8.61,30,50,0.15,0.85,89,21,0.236,34,19,8,1268047827,64278707,36.20594694,1203291857,0.050691075,558,66,37.72759857,16357762,0.11827957,3.56E-08,471532403,240554187,97615711,0.207018034,112.2345826,4.48E-08,
7,7.44,7.74,1.17,30,50,0.15,0.85,61,NA,NA,0,0,7,1230050727,62052400,36.27933428,1241288957,0.050447025,284,29,36.78521127,15055897,0.102112676,2.51E-08,471532403,240554187,97615711,0.207018034,76.9248263,3.17E-08,
8,8.04,8.34,0.96,30,50,0.15,0.85,72,NA,NA,0,0,12,1235378627,62410464,36.268731,1235961057,0.0505193,311,43,36.81672026,14906725,0.138263666,2.95E-08,471532403,240554187,97615711,0.207018034,90.79651629,3.72E-08,
9,6.02,6.4,5.7,30,50,0.15,0.85,53,7,0.132,27,26,4,1252969984,63362097,36.28535609,1218369700,0.050569525,231,25,35.64069264,13938614,0.108225108,2.14E-08,471532403,240554187,97615711,0.207018034,66.83632449,2.70E-08,
10,7.02,4.96,1.1,30,50,0.15,0.85,88,NA,NA,0,0,9,1263554880,64147515,36.25333136,1207784804,0.050767494,452,53,37.43584071,15079382,0.117256637,3.52E-08,471532403,240554187,97615711,0.207018034,110.9735199,4.44E-08,
11,4.36,2.95,7.79,30,50,0.15,0.85,53,11,0.208,25,26,8,1221688327,61942079,36.35141363,1249651357,0.050702031,439,71,36.3667426,16499109,0.161731207,2.20E-08,471532403,240554187,97615711,0.207018034,66.83632449,2.77E-08,
12,7.07,12.19,1.08,30,50,0.15,0.85,45,NA,NA,0,0,6,1196033066,60270398,36.40131167,1275306618,0.050391916,341,40,36.8914956,16499975,0.117302053,1.91E-08,471532403,240554187,97615711,0.207018034,56.74782268,2.41E-08,
13,2.78,3.26,5.52,30,50,0.15,0.85,74,10,0.135,24,49,8,1176474961,59457393,36.39194924,1294864723,0.050538596,444,54,36.90990991,16247205,0.121621622,3.19E-08,471532403,240554187,97615711,0.207018034,93.31864174,4.02E-08,
14,4.98,7.38,0.97,30,50,0.15,0.85,50,NA,NA,0,0,3,1142548310,57636252,37.92306149,1328791374,0.050445352,350,44,36.14285714,16459800,0.125714286,2.22E-08,471532403,240554187,97615711,0.207018034,63.05313631,2.80E-08,
1,4.89,5.27,6.83,30,50,0.2,0.8,24,14,0.583,15,3,7,1209890585,61542004,36.33312354,1261449099,0.05086576,163,28,36.62576687,13962880,0.171779141,1.00E-08,471532403,239848831,98321067,0.208513914,30.32270615,1.27E-08,
2,5.67,6.27,1.53,30,50,0.2,0.8,29,NA,NA,0,0,3,1199412265,61216714,36.37660489,1271927419,0.051038926,147,23,35.95918367,14663318,0.156462585,1.22E-08,471532403,239848831,98321067,0.208513914,36.63993659,1.55E-08,
3,6.32,6.93,0.87,30,50,0.2,0.8,29,NA,NA,0,0,3,1179898156,60327101,36.40893351,1291441528,0.051129075,180,23,36.26666667,15479392,0.127777778,1.25E-08,471532403,239848831,98321067,0.208513914,36.63993659,1.57E-08,
4,10.06,10.36,5.58,30,50,0.2,0.8,18,10,0.556,12,6,1,1169365176,59429627,36.43311336,1301974508,0.050822128,192,30,35.421875,16364659,0.15625,7.81E-09,471532403,239848831,98321067,0.208513914,22.74202961,9.86E-09,
5,13.12,4.76,1.19,30,50,0.2,0.8,42,NA,NA,0,0,2,1174648590,59532064,36.37722868,1296691094,0.050680744,157,22,36.46496815,15121693,0.140127389,1.81E-08,471532403,239848831,98321067,0.208513914,53.06473576,2.29E-08,
6,5.2,4.65,8.61,30,50,0.2,0.8,38,18,0.474,18,7,2,1268047827,64278707,36.20594694,1203291857,0.050691075,317,39,37.77602524,16357762,0.123028391,1.52E-08,471532403,239848831,98321067,0.208513914,48.0109514,1.92E-08,
7,7.44,7.74,1.17,30,50,0.2,0.8,34,NA,NA,0,0,5,1230050727,62052400,36.27933428,1241288957,0.050447025,151,17,36.54966887,15055897,0.112582781,1.40E-08,471532403,239848831,98321067,0.208513914,42.95716704,1.77E-08,
8,8.04,8.34,0.96,30,50,0.2,0.8,37,NA,NA,0,0,7,1235378627,62410464,36.268731,1235961057,0.0505193,162,27,36.68518519,14906725,0.166666667,1.52E-08,471532403,239848831,98321067,0.208513914,46.74750531,1.92E-08,
9,6.02,6.4,5.7,30,50,0.2,0.8,32,5,0.156,18,14,3,1252969984,63362097,36.28535609,1218369700,0.050569525,144,18,35.18055556,13938614,0.125,1.29E-08,471532403,239848831,98321067,0.208513914,40.43027486,1.63E-08,
10,7.02,4.96,1.1,30,50,0.2,0.8,48,NA,NA,0,0,4,1263554880,64147515,36.25333136,1207784804,0.050767494,279,32,37.62007168,15079382,0.114695341,1.92E-08,471532403,239848831,98321067,0.208513914,60.64541229,2.43E-08,
11,4.36,2.95,7.79,30,50,0.2,0.8,18,9,0.5,11,6,4,1221688327,61942079,36.35141363,1249651357,0.050702031,274,52,36.10218978,16499109,0.189781022,7.47E-09,471532403,239848831,98321067,0.208513914,22.74202961,9.44E-09,
12,7.07,12.19,1.08,30,50,0.2,0.8,18,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,188,22,36.40957447,16499975,0.117021277,7.63E-09,471532403,239848831,98321067,0.208513914,22.74202961,9.64E-09,
13,2.78,3.26,5.52,30,50,0.2,0.8,44,6,0.136,14,30,6,1176474961,59457393,36.39194924,1294864723,0.050538596,280,42,37.02857143,16247205,0.15,1.90E-08,471532403,239848831,98321067,0.208513914,55.59162793,2.40E-08,
14,4.98,7.38,0.97,30,50,0.2,0.8,17,NA,NA,0,0,1,1142548310,57636252,37.92306149,1328791374,0.050445352,204,28,36.11764706,16459800,0.137254902,7.55E-09,471532403,239848831,98321067,0.208513914,21.47858352,9.54E-09,
1,4.89,5.27,6.83,30,50,0.25,0.75,18,14,0.778,15,2,4,1209890585,61542004,36.33312354,1261449099,0.05086576,133,27,36.84210526,13962880,0.203007519,7.53E-09,471532403,238710981,99458917,0.210927004,22.81157775,9.54E-09,
2,5.67,6.27,1.53,30,50,0.25,0.75,22,NA,NA,0,0,2,1199412265,61216714,36.37660489,1271927419,0.051038926,115,17,35.91304348,14663318,0.147826087,9.28E-09,471532403,238710981,99458917,0.210927004,27.88081725,1.18E-08,
3,6.32,6.93,0.87,30,50,0.25,0.75,18,NA,NA,0,0,2,1179898156,60327101,36.40893351,1291441528,0.051129075,129,16,35.97674419,15479392,0.124031008,7.73E-09,471532403,238710981,99458917,0.210927004,22.81157775,9.80E-09,
4,10.06,10.36,5.58,30,50,0.25,0.75,16,10,0.625,11,5,1,1169365176,59429627,36.43311336,1301974508,0.050822128,164,25,35.68902439,16364659,0.152439024,6.94E-09,471532403,238710981,99458917,0.210927004,20.276958,8.79E-09,
5,13.12,4.76,1.19,30,50,0.25,0.75,34,NA,NA,0,0,2,1174648590,59532064,36.37722868,1296691094,0.050680744,126,20,36.67460317,15121693,0.158730159,1.47E-08,471532403,238710981,99458917,0.210927004,43.08853575,1.86E-08,
6,5.2,4.65,8.61,30,50,0.25,0.75,27,14,0.519,16,7,1,1268047827,64278707,36.20594694,1203291857,0.050691075,257,34,37.71595331,16357762,0.13229572,1.08E-08,471532403,238710981,99458917,0.210927004,34.21736662,1.37E-08,
7,7.44,7.74,1.17,30,50,0.25,0.75,28,NA,NA,0,0,4,1230050727,62052400,36.27933428,1241288957,0.050447025,99,12,36.28282828,15055897,0.121212121,1.15E-08,471532403,238710981,99458917,0.210927004,35.4846765,1.46E-08,
8,8.04,8.34,0.96,30,50,0.25,0.75,34,NA,NA,0,0,7,1235378627,62410464,36.268731,1235961057,0.0505193,127,23,36.74015748,14906725,0.181102362,1.39E-08,471532403,238710981,99458917,0.210927004,43.08853575,1.77E-08,
9,6.02,6.4,5.7,30,50,0.25,0.75,23,5,0.217,16,7,2,1252969984,63362097,36.28535609,1218369700,0.050569525,112,14,35.19642857,13938614,0.125,9.28E-09,471532403,238710981,99458917,0.210927004,29.14812712,1.18E-08,
10,7.02,4.96,1.1,30,50,0.25,0.75,38,NA,NA,0,0,3,1263554880,64147515,36.25333136,1207784804,0.050767494,211,25,37.53080569,15079382,0.118483412,1.52E-08,471532403,238710981,99458917,0.210927004,48.15777525,1.93E-08,
11,4.36,2.95,7.79,30,50,0.25,0.75,13,8,0.615,9,4,3,1221688327,61942079,36.35141363,1249651357,0.050702031,237,49,36.29113924,16499109,0.206751055,5.39E-09,471532403,238710981,99458917,0.210927004,16.47502837,6.84E-09,
12,7.07,12.19,1.08,30,50,0.25,0.75,17,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,148,20,36.48648649,16499975,0.135135135,7.21E-09,471532403,238710981,99458917,0.210927004,21.54426787,9.13E-09,
13,2.78,3.26,5.52,30,50,0.25,0.75,32,4,0.125,13,19,2,1176474961,59457393,36.39194924,1294864723,0.050538596,231,35,37.0952381,16247205,0.151515152,1.38E-08,471532403,238710981,99458917,0.210927004,40.553916,1.75E-08,
14,4.98,7.38,0.97,30,50,0.25,0.75,12,NA,NA,0,0,0,1142548310,57636252,37.92306149,1328791374,0.050445352,156,23,36.06410256,16459800,0.147435897,5.33E-09,471532403,238710981,99458917,0.210927004,15.2077185,6.75E-09,
1,4.89,5.27,6.83,30,50,0.3,0.7,18,14,0.778,15,2,4,1209890585,61542004,36.33312354,1261449099,0.05086576,110,20,37.01818182,13962880,0.181818182,7.53E-09,471532403,234839992,103329906,0.219136385,23.05140058,9.64E-09,
2,5.67,6.27,1.53,30,50,0.3,0.7,18,NA,NA,0,0,1,1199412265,61216714,36.37660489,1271927419,0.051038926,100,15,36.24,14663318,0.15,7.60E-09,471532403,234839992,103329906,0.219136385,23.05140058,9.73E-09,
3,6.32,6.93,0.87,30,50,0.3,0.7,15,NA,NA,0,0,1,1179898156,60327101,36.40893351,1291441528,0.051129075,107,15,36.09345794,15479392,0.140186916,6.44E-09,471532403,234839992,103329906,0.219136385,19.20950049,8.25E-09,
4,10.06,10.36,5.58,30,50,0.3,0.7,15,9,0.6,10,5,1,1169365176,59429627,36.43311336,1301974508,0.050822128,144,23,35.77083333,16364659,0.159722222,6.50E-09,471532403,234839992,103329906,0.219136385,19.20950049,8.33E-09,
5,13.12,4.76,1.19,30,50,0.3,0.7,32,NA,NA,0,0,2,1174648590,59532064,36.37722868,1296691094,0.050680744,106,19,37.01886792,15121693,0.179245283,1.38E-08,471532403,234839992,103329906,0.219136385,40.9802677,1.77E-08,
6,5.2,4.65,8.61,30,50,0.3,0.7,21,13,0.619,13,5,1,1268047827,64278707,36.20594694,1203291857,0.050691075,221,30,37.60633484,16357762,0.135746606,8.39E-09,471532403,234839992,103329906,0.219136385,26.89330068,1.07E-08,
7,7.44,7.74,1.17,30,50,0.3,0.7,28,NA,NA,0,0,4,1230050727,62052400,36.27933428,1241288957,0.050447025,90,11,36.36666667,15055897,0.122222222,1.15E-08,471532403,234839992,103329906,0.219136385,35.85773424,1.48E-08,
8,8.04,8.34,0.96,30,50,0.3,0.7,31,NA,NA,0,0,7,1235378627,62410464,36.268731,1235961057,0.0505193,106,21,36.67924528,14906725,0.198113208,1.27E-08,471532403,234839992,103329906,0.219136385,39.69963434,1.63E-08,
9,6.02,6.4,5.7,30,50,0.3,0.7,23,5,0.217,16,7,2,1252969984,63362097,36.28535609,1218369700,0.050569525,102,14,35.39215686,13938614,0.137254902,9.28E-09,471532403,234839992,103329906,0.219136385,29.45456741,1.19E-08,
10,7.02,4.96,1.1,30,50,0.3,0.7,31,NA,NA,0,0,2,1263554880,64147515,36.25333136,1207784804,0.050767494,169,22,37.29585799,15079382,0.130177515,1.24E-08,471532403,234839992,103329906,0.219136385,39.69963434,1.59E-08,
11,4.36,2.95,7.79,30,50,0.3,0.7,13,8,0.615,9,4,3,1221688327,61942079,36.35141363,1249651357,0.050702031,213,45,36.27699531,16499109,0.211267606,5.39E-09,471532403,234839992,103329906,0.219136385,16.64823375,6.91E-09,
12,7.07,12.19,1.08,30,50,0.3,0.7,16,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,125,18,36.48,16499975,0.144,6.78E-09,471532403,234839992,103329906,0.219136385,20.49013385,8.69E-09,
13,2.78,3.26,5.52,30,50,0.3,0.7,19,4,0.211,11,8,1,1176474961,59457393,36.39194924,1294864723,0.050538596,200,29,37.3,16247205,0.145,8.19E-09,471532403,234839992,103329906,0.219136385,24.33203395,1.05E-08,
14,4.98,7.38,0.97,30,50,0.3,0.7,12,NA,NA,0,0,0,1142548310,57636252,37.92306149,1328791374,0.050445352,138,22,35.99275362,16459800,0.15942029,5.33E-09,471532403,234839992,103329906,0.219136385,15.36760039,6.82E-09,
1,4.89,5.27,6.83,30,50,0.35,0.65,15,12,0.8,12,2,3,1209890585,61542004,36.33312354,1261449099,0.05086576,95,18,37.29473684,13962880,0.189473684,6.27E-09,471532403,221373095,116796803,0.247696239,19.93875451,8.34E-09,
2,5.67,6.27,1.53,30,50,0.35,0.65,17,NA,NA,0,0,1,1199412265,61216714,36.37660489,1271927419,0.051038926,91,14,36.41758242,14663318,0.153846154,7.17E-09,471532403,221373095,116796803,0.247696239,22.59725511,9.54E-09,
3,6.32,6.93,0.87,30,50,0.35,0.65,12,NA,NA,0,0,0,1179898156,60327101,36.40893351,1291441528,0.051129075,90,14,35.88888889,15479392,0.155555556,5.15E-09,471532403,221373095,116796803,0.247696239,15.95100361,6.85E-09,
4,10.06,10.36,5.58,30,50,0.35,0.65,13,8,0.615,8,5,1,1169365176,59429627,36.43311336,1301974508,0.050822128,116,20,35.68965517,16364659,0.172413793,5.64E-09,471532403,221373095,116796803,0.247696239,17.28025391,7.49E-09,
5,13.12,4.76,1.19,30,50,0.35,0.65,32,NA,NA,0,0,2,1174648590,59532064,36.37722868,1296691094,0.050680744,99,16,37.04040404,15121693,0.161616162,1.38E-08,471532403,221373095,116796803,0.247696239,42.53600963,1.83E-08,
6,5.2,4.65,8.61,30,50,0.35,0.65,19,13,0.684,13,4,1,1268047827,64278707,36.20594694,1203291857,0.050691075,186,26,37.67204301,16357762,0.139784946,7.59E-09,471532403,221373095,116796803,0.247696239,25.25575571,1.01E-08,
7,7.44,7.74,1.17,30,50,0.35,0.65,24,NA,NA,0,0,4,1230050727,62052400,36.27933428,1241288957,0.050447025,83,11,36.38554217,15055897,0.13253012,9.88E-09,471532403,221373095,116796803,0.247696239,31.90200722,1.31E-08,
8,8.04,8.34,0.96,30,50,0.35,0.65,31,NA,NA,0,0,7,1235378627,62410464,36.268731,1235961057,0.0505193,87,17,36.82758621,14906725,0.195402299,1.27E-08,471532403,221373095,116796803,0.247696239,41.20675932,1.69E-08,
9,6.02,6.4,5.7,30,50,0.35,0.65,20,5,0.25,15,5,2,1252969984,63362097,36.28535609,1218369700,0.050569525,79,11,35.75949367,13938614,0.139240506,8.07E-09,471532403,221373095,116796803,0.247696239,26.58500602,1.07E-08,
10,7.02,4.96,1.1,30,50,0.35,0.65,26,NA,NA,0,0,2,1263554880,64147515,36.25333136,1207784804,0.050767494,142,18,37.34507042,15079382,0.126760563,1.04E-08,471532403,221373095,116796803,0.247696239,34.56050782,1.38E-08,
11,4.36,2.95,7.79,30,50,0.35,0.65,11,7,0.636,7,4,3,1221688327,61942079,36.35141363,1249651357,0.050702031,187,43,36.47058824,16499109,0.229946524,4.56E-09,471532403,221373095,116796803,0.247696239,14.62175331,6.07E-09,
12,7.07,12.19,1.08,30,50,0.35,0.65,15,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,110,16,36.54545455,16499975,0.145454545,6.36E-09,471532403,221373095,116796803,0.247696239,19.93875451,8.45E-09,
13,2.78,3.26,5.52,30,50,0.35,0.65,11,4,0.364,7,4,1,1176474961,59457393,36.39194924,1294864723,0.050538596,161,28,36.80745342,16247205,0.173913043,4.74E-09,471532403,221373095,116796803,0.247696239,14.62175331,6.30E-09,
14,4.98,7.38,0.97,30,50,0.35,0.65,11,NA,NA,0,0,0,1142548310,57636252,37.92306149,1328791374,0.050445352,117,22,36.22222222,16459800,0.188034188,4.88E-09,471532403,221373095,116796803,0.247696239,14.62175331,6.49E-09,
1,4.89,5.27,6.83,30,50,0.4,0.6,12,11,0.917,10,2,2,1209890585,61542004,36.33312354,1261449099,0.05086576,79,15,37.06329114,13962880,0.189873418,5.02E-09,471532403,185689656,152480242,0.323371715,17.73499612,7.41E-09,
2,5.67,6.27,1.53,30,50,0.4,0.6,13,NA,NA,0,0,1,1199412265,61216714,36.37660489,1271927419,0.051038926,73,11,36.89041096,14663318,0.150684932,5.49E-09,471532403,185689656,152480242,0.323371715,19.21291246,8.11E-09,
3,6.32,6.93,0.87,30,50,0.4,0.6,9,NA,NA,0,0,0,1179898156,60327101,36.40893351,1291441528,0.051129075,71,12,35.61971831,15479392,0.169014085,3.86E-09,471532403,185689656,152480242,0.323371715,13.30124709,5.71E-09,
4,10.06,10.36,5.58,30,50,0.4,0.6,11,7,0.636,7,4,1,1169365176,59429627,36.43311336,1301974508,0.050822128,80,11,35.9375,16364659,0.1375,4.77E-09,471532403,185689656,152480242,0.323371715,16.25707977,7.05E-09,
5,13.12,4.76,1.19,30,50,0.4,0.6,25,NA,NA,0,0,1,1174648590,59532064,36.37722868,1296691094,0.050680744,79,10,37.30379747,15121693,0.126582278,1.08E-08,471532403,185689656,152480242,0.323371715,36.94790857,1.59E-08,
6,5.2,4.65,8.61,30,50,0.4,0.6,13,12,0.923,9,2,0,1268047827,64278707,36.20594694,1203291857,0.050691075,145,20,37.39310345,16357762,0.137931034,5.19E-09,471532403,185689656,152480242,0.323371715,19.21291246,7.67E-09,
7,7.44,7.74,1.17,30,50,0.4,0.6,16,NA,NA,0,0,3,1230050727,62052400,36.27933428,1241288957,0.050447025,66,9,36.45454545,15055897,0.136363636,6.58E-09,471532403,185689656,152480242,0.323371715,23.64666149,9.73E-09,
8,8.04,8.34,0.96,30,50,0.4,0.6,22,NA,NA,0,0,5,1235378627,62410464,36.268731,1235961057,0.0505193,60,12,37.35,14906725,0.2,9.01E-09,471532403,185689656,152480242,0.323371715,32.51415955,1.33E-08,
9,6.02,6.4,5.7,30,50,0.4,0.6,11,4,0.364,9,2,0,1252969984,63362097,36.28535609,1218369700,0.050569525,60,8,35.85,13938614,0.133333333,4.44E-09,471532403,185689656,152480242,0.323371715,16.25707977,6.56E-09,
10,7.02,4.96,1.1,30,50,0.4,0.6,16,NA,NA,0,0,2,1263554880,64147515,36.25333136,1207784804,0.050767494,112,17,37.00892857,15079382,0.151785714,6.41E-09,471532403,185689656,152480242,0.323371715,23.64666149,9.47E-09,
11,4.36,2.95,7.79,30,50,0.4,0.6,8,6,0.75,5,3,3,1221688327,61942079,36.35141363,1249651357,0.050702031,154,34,36.5,16499109,0.220779221,3.32E-09,471532403,185689656,152480242,0.323371715,11.82333074,4.91E-09,
12,7.07,12.19,1.08,30,50,0.4,0.6,13,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,92,13,36.7173913,16499975,0.141304348,5.51E-09,471532403,185689656,152480242,0.323371715,19.21291246,8.14E-09,
13,2.78,3.26,5.52,30,50,0.4,0.6,10,4,0.4,6,4,1,1176474961,59457393,36.39194924,1294864723,0.050538596,125,19,36.544,16247205,0.152,4.31E-09,471532403,185689656,152480242,0.323371715,14.77916343,6.37E-09,
14,4.98,7.38,0.97,30,50,0.4,0.6,5,NA,NA,0,0,0,1142548310,57636252,37.92306149,1328791374,0.050445352,94,19,36.5212766,16459800,0.20212766,2.22E-09,471532403,185689656,152480242,0.323371715,7.389581715,3.28E-09,
1,4.89,5.27,6.83,30,50,0.45,0.55,9,9,1,7,2,2,1209890585,61542004,36.33312354,1261449099,0.05086576,49,12,37.12244898,13962880,0.244897959,3.76E-09,471532403,109455823,228714075,0.485044238,17.47722942,7.31E-09,
2,5.67,6.27,1.53,30,50,0.45,0.55,8,NA,NA,0,0,1,1199412265,61216714,36.37660489,1271927419,0.051038926,43,3,37.1627907,14663318,0.069767442,3.38E-09,471532403,109455823,228714075,0.485044238,15.53531504,6.56E-09,
3,6.32,6.93,0.87,30,50,0.45,0.55,6,NA,NA,0,0,0,1179898156,60327101,36.40893351,1291441528,0.051129075,36,3,35.33333333,15479392,0.083333333,2.58E-09,471532403,109455823,228714075,0.485044238,11.65148628,5.00E-09,
4,10.06,10.36,5.58,30,50,0.45,0.55,6,3,0.5,5,1,0,1169365176,59429627,36.43311336,1301974508,0.050822128,44,4,36.20454545,16364659,0.090909091,2.60E-09,471532403,109455823,228714075,0.485044238,11.65148628,5.05E-09,
5,13.12,4.76,1.19,30,50,0.45,0.55,14,NA,NA,0,0,1,1174648590,59532064,36.37722868,1296691094,0.050680744,40,6,37.8,15121693,0.15,6.04E-09,471532403,109455823,228714075,0.485044238,27.18680133,1.17E-08,
6,5.2,4.65,8.61,30,50,0.45,0.55,5,5,1,4,1,0,1268047827,64278707,36.20594694,1203291857,0.050691075,90,14,37.65555556,16357762,0.155555556,2.00E-09,471532403,109455823,228714075,0.485044238,9.709571903,3.88E-09,
7,7.44,7.74,1.17,30,50,0.45,0.55,6,NA,NA,0,0,0,1230050727,62052400,36.27933428,1241288957,0.050447025,38,6,36.18421053,15055897,0.157894737,2.47E-09,471532403,109455823,228714075,0.485044238,11.65148628,4.79E-09,
8,8.04,8.34,0.96,30,50,0.45,0.55,19,NA,NA,0,0,5,1235378627,62410464,36.268731,1235961057,0.0505193,46,11,38.06521739,14906725,0.239130435,7.78E-09,471532403,109455823,228714075,0.485044238,36.89637323,1.51E-08,
9,6.02,6.4,5.7,30,50,0.45,0.55,8,4,0.5,7,1,0,1252969984,63362097,36.28535609,1218369700,0.050569525,39,4,36.38461538,13938614,0.102564103,3.23E-09,471532403,109455823,228714075,0.485044238,15.53531504,6.27E-09,
10,7.02,4.96,1.1,30,50,0.45,0.55,9,NA,NA,0,0,1,1263554880,64147515,36.25333136,1207784804,0.050767494,66,11,36.15151515,15079382,0.166666667,3.60E-09,471532403,109455823,228714075,0.485044238,17.47722942,7.00E-09,
11,4.36,2.95,7.79,30,50,0.45,0.55,4,4,1,3,1,1,1221688327,61942079,36.35141363,1249651357,0.050702031,96,22,36.125,16499109,0.229166667,1.66E-09,471532403,109455823,228714075,0.485044238,7.767657522,3.22E-09,
12,7.07,12.19,1.08,30,50,0.45,0.55,9,NA,NA,0,0,2,1196033066,60270398,36.40131167,1275306618,0.050391916,63,9,36.55555556,16499975,0.142857143,3.82E-09,471532403,109455823,228714075,0.485044238,17.47722942,7.41E-09,
13,2.78,3.26,5.52,30,50,0.45,0.55,5,2,0.4,3,2,1,1176474961,59457393,36.39194924,1294864723,0.050538596,79,16,35.7721519,16247205,0.202531646,2.15E-09,471532403,109455823,228714075,0.485044238,9.709571903,4.18E-09,
14,4.98,7.38,0.97,30,50,0.45,0.55,5,NA,NA,0,0,0,1142548310,57636252,37.92306149,1328791374,0.050445352,58,12,36.5,16459800,0.206896552,2.22E-09,471532403,109455823,228714075,0.485044238,9.709571903,4.31E-09,
1,4.89,5.27,6.83,30,40,NA,NA,21,9,0.429,10,5,4,259295303,12901450,35.54745355,2212044381,0.049755818,131,22,34.07633588,13957795,0.167938931,4.28E-08,471532403,253283422,0,0,21,4.28E-08,
